gene,total_counts,expressed_cells
LINC01327,0.0,0
LINC01326,0.0,0
LINC01324,0.0,0
LINC01289,0.0,0
LINC01288,0.0,0
LINC01287,0.0,0
LINC01282,0.0,0
LINC01280,0.0,0
LINC01293,0.0,0
LINC01148,0.0,0
LINC01143,0.0,0
LINC01243,0.0,0
LINC01242,0.0,0
LINC01189,0.0,0
LINC01185,0.0,0
LINC01181,0.0,0
LINC01180,0.0,0
LINC01179,0.0,0
LINC01173,0.0,0
LINC01170,0.0,0
LINC01169,0.0,0
DANT1,0.0,0
LINC01222,0.0,0
LINC01202,0.0,0
LINC01219,0.0,0
AC011374.1,0.0,0
ROCR,0.0,0
LINC01228,0.0,0
LINC01227,0.0,0
LINC01271,0.0,0
LINC01269,0.0,0
XAGE5,0.0,0
AC145207.1,0.0,0
LINC01210,0.0,0
LINC01208,0.0,0
LINC01206,0.0,0
LINC01204,0.0,0
LINC01203,0.0,0
LINC01221,0.0,0
AC066613.2,0.0,0
AC066612.2,0.0,0
AC066612.1,0.0,0
AC064874.1,0.0,0
AC064871.1,0.0,0
LINC01307,0.0,0
LINC01305,0.0,0
LINC01304,0.0,0
LINC01362,0.0,0
LINC01360,0.0,0
AC005899.8,0.0,0
LINC01413,0.0,0
AC005909.1,0.0,0
LINC01276,0.0,0
AC005920.2,0.0,0
LINC01350,0.0,0
LINC01349,0.0,0
LINC01346,0.0,0
LINC01345,0.0,0
LINC01344,0.0,0
LINC01337,0.0,0
LINC01386,0.0,0
LINC01384,0.0,0
LINC01323,0.0,0
LINC01392,0.0,0
LINC01391,0.0,0
AC005920.4,0.0,0
LINC01388,0.0,0
LINC01411,0.0,0
AC145146.1,0.0,0
AC145098.1,0.0,0
AC144836.1,0.0,0
AC144568.2,0.0,0
LINC01267,0.0,0
LINC01259,0.0,0
LINC01332,0.0,0
AL365205.3,0.0,0
AL360182.2,0.0,0
AL360181.4,0.0,0
AL360181.3,0.0,0
AL360181.1,0.0,0
AL360175.1,0.0,0
AL360093.1,0.0,0
AL355340.1,0.0,0
AL360089.1,0.0,0
AC007422.1,0.0,0
AC007406.1,0.0,0
AC007349.1,0.0,0
AC007347.1,0.0,0
SMCP,0.0,0
LINC01331,0.0,0
LINC01312,0.0,0
LINC01310,0.0,0
AC011124.2,0.0,0
AC011131.1,0.0,0
AC067863.1,0.0,0
WWC3-AS1,0.0,0
AL355102.3,0.0,0
AL139022.1,0.0,0
LINC00972,0.0,0
LINC00971,0.0,0
WNT8B,0.0,0
AL138930.1,0.0,0
LINC01029,0.0,0
LINC01028,0.0,0
AL138957.1,0.0,0
LINC00951,0.0,0
LINC00945,0.0,0
LINC00943,0.0,0
LINC00942,0.0,0
LINC01052,0.0,0
LINC01049,0.0,0
LINC01149,0.0,0
LINC01044,0.0,0
LINC01043,0.0,0
LINC01040,0.0,0
LINC01039,0.0,0
LINC01038,0.0,0
LINC01035,0.0,0
LINC01100,0.0,0
LINC01098,0.0,0
LINC01096,0.0,0
LINC01095,0.0,0
LINC01019,0.0,0
LINC00994,0.0,0
AL138974.1,0.0,0
AC140481.2,0.0,0
LINC01047,0.0,0
LINC00851,0.0,0
LINC00850,0.0,0
AC093893.1,0.0,0
AC093879.1,0.0,0
AC093864.1,0.0,0
AC093857.1,0.0,0
LINC00901,0.0,0
LINC00898,0.0,0
LINC00895,0.0,0
LINC00940,0.0,0
LINC00934,0.0,0
LINC00929,0.0,0
DAZL,0.0,0
DAZ4,0.0,0
LINC00974,0.0,0
DAZ2,0.0,0
AP003100.1,0.0,0
AP003115.1,0.0,0
WNT8A,0.0,0
LINC00917,0.0,0
LINC00911,0.0,0
LINC00904,0.0,0
LINC00903,0.0,0
LINC00967,0.0,0
LINC00880,0.0,0
LINC01072,0.0,0
LINC01065,0.0,0
DAOA-AS1,0.0,0
DAOA,0.0,0
DAZ3,0.0,0
LINC01142,0.0,0
AP003119.1,0.0,0
AC096558.2,0.0,0
AC096554.1,0.0,0
AC096543.1,0.0,0
AC141257.2,0.0,0
AP003121.1,0.0,0
LINC01107,0.0,0
LINC01104,0.0,0
LINC01103,0.0,0
LINC01162,0.0,0
AP003122.2,0.0,0
LINC01153,0.0,0
LINC01151,0.0,0
AC140481.1,0.0,0
AC140504.1,0.0,0
AC096541.1,0.0,0
AC096536.3,0.0,0
AC096536.2,0.0,0
AC095350.1,0.0,0
AC095056.1,0.0,0
AC011365.2,0.0,0
LINC01165,0.0,0
LINC01164,0.0,0
LINC01198,0.0,0
LINC01195,0.0,0
AC011369.1,0.0,0
LINC01193,0.0,0
LINC01192,0.0,0
AC140847.1,0.0,0
AC140125.3,0.0,0
AC139887.3,0.0,0
LINC01090,0.0,0
LINC01087,0.0,0
LINC01082,0.0,0
AC010983.1,0.0,0
LINC01080,0.0,0
LINC01077,0.0,0
LINC01076,0.0,0
LINC01075,0.0,0
AC010997.2,0.0,0
AP003123.1,0.0,0
LINC01058,0.0,0
LINC01054,0.0,0
AP003117.2,0.0,0
XACT,0.0,0
THSD4-AS1,0.0,0
AC007403.1,0.0,0
AC007402.1,0.0,0
AC007389.3,0.0,0
XAGE1B,0.0,0
AL669918.1,0.0,0
AL669841.1,0.0,0
AL669831.2,0.0,0
AL663074.1,0.0,0
AL663023.1,0.0,0
SMIM15-AS1,0.0,0
AC008957.2,0.0,0
AL365214.3,0.0,0
AL360295.1,0.0,0
AP000777.3,0.0,0
SULT2A1,0.0,0
SULT1C3,0.0,0
AL512622.1,0.0,0
AP000785.1,0.0,0
AL512604.2,0.0,0
AL512444.1,0.0,0
AC008073.3,0.0,0
AC008073.2,0.0,0
SPRR3,0.0,0
AP000790.2,0.0,0
DEFA4,0.0,0
AP000797.3,0.0,0
AC074052.2,0.0,0
AP000808.2,0.0,0
GABRA6,0.0,0
GABRA3,0.0,0
GABRA1,0.0,0
AC090458.1,0.0,0
AC090457.1,0.0,0
AC090425.1,0.0,0
FLG2,0.0,0
AC087897.2,0.0,0
AC087894.2,0.0,0
AL354928.1,0.0,0
AC005304.2,0.0,0
AL161896.1,0.0,0
SPRR1A,0.0,0
AP000802.1,0.0,0
AC008632.1,0.0,0
SPZ1,0.0,0
AL590730.1,0.0,0
AL590729.1,0.0,0
AL590727.1,0.0,0
AL590723.1,0.0,0
AC008060.1,0.0,0
AC008056.2,0.0,0
AC008056.1,0.0,0
AC008050.1,0.0,0
SPRR2F,0.0,0
SPRR2E,0.0,0
SPRR2B,0.0,0
AP001318.1,0.0,0
AP000777.2,0.0,0
AC005394.1,0.0,0
AC005410.2,0.0,0
UBE2R2-AS1,0.0,0
UBL4B,0.0,0
AC005342.2,0.0,0
AC005355.1,0.0,0
AC005379.1,0.0,0
AL354896.1,0.0,0
AL354919.2,0.0,0
AP000770.1,0.0,0
AC087863.1,0.0,0
AC087857.1,0.0,0
AC087855.2,0.0,0
AP000777.1,0.0,0
AP001341.1,0.0,0
AL512643.1,0.0,0
AL512638.2,0.0,0
AL512634.1,0.0,0
AL512380.2,0.0,0
AL512380.1,0.0,0
AL512328.1,0.0,0
AL162253.1,0.0,0
AC007952.8,0.0,0
AC008040.1,0.0,0
AL162254.1,0.0,0
SPINT4,0.0,0
SPINT3,0.0,0
AC008728.1,0.0,0
AL591441.2,0.0,0
AC089987.2,0.0,0
AC005324.1,0.0,0
AC089983.1,0.0,0
AC090592.1,0.0,0
AC090589.2,0.0,0
AC005324.3,0.0,0
AC005324.4,0.0,0
AC005324.5,0.0,0
AC005329.2,0.0,0
AC005329.3,0.0,0
AP001458.1,0.0,0
AP001458.2,0.0,0
SCEL-AS1,0.0,0
SCGB1A1,0.0,0
AC089998.4,0.0,0
AC008663.2,0.0,0
AC008663.1,0.0,0
AC008662.1,0.0,0
AL591178.1,0.0,0
AL161909.2,0.0,0
AL591163.1,0.0,0
AL591074.1,0.0,0
AL161912.1,0.0,0
SPTA1,0.0,0
SUN5,0.0,0
AL161912.2,0.0,0
AC008708.2,0.0,0
GACAT3,0.0,0
GACAT1,0.0,0
AL512656.1,0.0,0
GABRR1,0.0,0
SCO2.1,0.0,0
AC010261.2,0.0,0
GAL3ST2,0.0,0
AC010267.1,0.0,0
SCN10A,0.0,0
AP001266.2,0.0,0
AL161937.1,0.0,0
AL161937.2,0.0,0
AL162400.2,0.0,0
AL162408.1,0.0,0
AL161757.5,0.0,0
GAD2,0.0,0
AL512658.1,0.0,0
GABRR3,0.0,0
AP001189.3,0.0,0
AP001189.4,0.0,0
AP001198.1,0.0,0
AP001205.1,0.0,0
SCYGR4,0.0,0
AC010203.2,0.0,0
AC010230.1,0.0,0
AC010235.1,0.0,0
UBE2F-SCLY,0.0,0
UBE2Q1-AS1,0.0,0
AL162497.1,0.0,0
AC008164.1,0.0,0
AC008154.2,0.0,0
AC008635.1,0.0,0
AL513185.1,0.0,0
AL513165.2,0.0,0
AL513165.1,0.0,0
AL513164.1,0.0,0
AL513123.1,0.0,0
AL513008.1,0.0,0
AL512785.1,0.0,0
AL590683.1,0.0,0
AL590666.3,0.0,0
AL590666.2,0.0,0
AC008667.2,0.0,0
AC008667.1,0.0,0
AC008663.3,0.0,0
SRMS,0.0,0
AL513188.1,0.0,0
AC008609.1,0.0,0
AC008277.1,0.0,0
AC008268.1,0.0,0
AC008250.1,0.0,0
AC010145.1,0.0,0
AC010149.1,0.0,0
AC010157.1,0.0,0
AC010260.1,0.0,0
AC010261.1,0.0,0
AC090286.1,0.0,0
AC090283.1,0.0,0
AC090282.1,0.0,0
FO393419.2,0.0,0
FO393415.3,0.0,0
AC005522.1,0.0,0
AC090109.1,0.0,0
AC090103.1,0.0,0
AC090099.4,0.0,0
AC090092.1,0.0,0
AP001172.2,0.0,0
AC008080.3,0.0,0
AP001180.4,0.0,0
AL590705.3,0.0,0
AL590705.2,0.0,0
AC005486.1,0.0,0
U91324.1,0.0,0
AL162414.1,0.0,0
AL162417.1,0.0,0
AC005515.2,0.0,0
AP001172.1,0.0,0
AC090125.1,0.0,0
AC090124.2,0.0,0
AC090124.1,0.0,0
FKBP1C,0.0,0
GAB4,0.0,0
AL162385.2,0.0,0
AL162391.1,0.0,0
SULT6B1,0.0,0
FLNC-AS1,0.0,0
FLNB-AS1,0.0,0
AC090527.1,0.0,0
AC090519.2,0.0,0
AC090518.1,0.0,0
AC008115.2,0.0,0
AL162394.1,0.0,0
AL162400.1,0.0,0
AC005381.1,0.0,0
AC005387.1,0.0,0
AC005387.2,0.0,0
AC005392.2,0.0,0
AC005392.3,0.0,0
AC010319.2,0.0,0
SCRT1,0.0,0
G2E3-AS1,0.0,0
AC008060.3,0.0,0
AC008060.2,0.0,0
AC008649.2,0.0,0
AC008649.1,0.0,0
GABRG3-AS1,0.0,0
AC008115.1,0.0,0
AC008114.1,0.0,0
AC008109.1,0.0,0
AC008083.1,0.0,0
AC008080.4,0.0,0
AC008073.1,0.0,0
AC008067.1,0.0,0
U91328.2,0.0,0
AC005358.1,0.0,0
AC005358.2,0.0,0
AL162293.1,0.0,0
AL162384.1,0.0,0
FNDC9,0.0,0
FNDC8,0.0,0
AC090138.1,0.0,0
FMR1NB,0.0,0
AC010255.2,0.0,0
AC090510.2,0.0,0
AC090505.2,0.0,0
AC010255.3,0.0,0
AC010275.1,0.0,0
AC010280.3,0.0,0
AC010285.1,0.0,0
AC010307.2,0.0,0
AC010307.3,0.0,0
AC090503.1,0.0,0
AL162385.1,0.0,0
AC090155.1,0.0,0
AC090150.2,0.0,0
FNDC7,0.0,0
AC010336.3,0.0,0
AC010336.4,0.0,0
AC010336.6,0.0,0
AC010343.3,0.0,0
AC010395.1,0.0,0
AL161452.1,0.0,0
AC087855.1,0.0,0
AC087783.1,0.0,0
AC087749.2,0.0,0
AC087749.1,0.0,0
GCG,0.0,0
GBX1,0.0,0
AL161616.2,0.0,0
AC007991.3,0.0,0
AL161734.1,0.0,0
TAAR6,0.0,0
TAAR2,0.0,0
AL161740.1,0.0,0
AL451070.1,0.0,0
AL451069.3,0.0,0
AL451067.1,0.0,0
AL451065.1,0.0,0
AL591503.1,0.0,0
AC007948.1,0.0,0
AC007923.4,0.0,0
AC007922.1,0.0,0
AC007920.1,0.0,0
AC007881.2,0.0,0
AL161621.1,0.0,0
SPDYE2B,0.0,0
SPDYE2,0.0,0
SPIN4-AS1,0.0,0
TAB3-AS1,0.0,0
TAB2-AS1,0.0,0
TAAR8,0.0,0
AP001615.1,0.0,0
AP001619.2,0.0,0
AL161636.1,0.0,0
AL161640.1,0.0,0
AC087664.1,0.0,0
GATA4,0.0,0
AL161644.1,0.0,0
GAS8-AS1,0.0,0
AC010335.1,0.0,0
FGF14-AS1,0.0,0
FGF12-AS3,0.0,0
AL161645.1,0.0,0
AL161646.1,0.0,0
AL161716.1,0.0,0
AL161719.1,0.0,0
AL451062.1,0.0,0
AL451048.1,0.0,0
AL451047.1,0.0,0
AC007879.4,0.0,0
SPATA8-AS1,0.0,0
SPATA48,0.0,0
AC010323.1,0.0,0
AP001628.1,0.0,0
FGF16,0.0,0
AL160408.6,0.0,0
AL160411.1,0.0,0
AL160412.1,0.0,0
AL160270.1,0.0,0
AL160271.1,0.0,0
AL160272.2,0.0,0
AL160286.3,0.0,0
URGCP-MRPS24,0.0,0
UROC1,0.0,0
GCNT7,0.0,0
GCM2,0.0,0
AC005086.1,0.0,0
AL591885.1,0.0,0
AL451074.6,0.0,0
SPATA32,0.0,0
SPATA31E1,0.0,0
SPATA3-AS1,0.0,0
SPATA3,0.0,0
SPATC1,0.0,0
AC005090.1,0.0,0
AL450468.2,0.0,0
AC005096.1,0.0,0
AL450426.1,0.0,0
AL450423.1,0.0,0
AL450344.2,0.0,0
TAF1L,0.0,0
AC005104.1,0.0,0
AC087620.1,0.0,0
SPATA42,0.0,0
AP001496.2,0.0,0
AP001574.1,0.0,0
AC005197.1,0.0,0
AC005209.1,0.0,0
AC005225.3,0.0,0
AC005232.1,0.0,0
FGF12-AS1,0.0,0
FGF10-AS1,0.0,0
AC005234.1,0.0,0
GBP6,0.0,0
FFAR1,0.0,0
AC005244.2,0.0,0
FEZF1,0.0,0
FER1L6-AS1,0.0,0
GFOD1-AS1,0.0,0
AC005180.1,0.0,0
SPATA46,0.0,0
AL592182.1,0.0,0
AL592164.1,0.0,0
AL592161.1,0.0,0
AL592146.1,0.0,0
AL592114.3,0.0,0
AL591643.1,0.0,0
AL591543.1,0.0,0
AL160313.2,0.0,0
AL160396.1,0.0,0
GDF5OS,0.0,0
AL160408.3,0.0,0
AL160408.5,0.0,0
FDCSP,0.0,0
AL161757.3,0.0,0
AL451164.3,0.0,0
AL451164.2,0.0,0
AL451164.1,0.0,0
AL451140.1,0.0,0
AC008667.4,0.0,0
AC008667.3,0.0,0
SPINK8,0.0,0
AL161757.4,0.0,0
SPINK14,0.0,0
SPP2,0.0,0
SPON1-AS1,0.0,0
SPO11,0.0,0
SPDYE4,0.0,0
AL451127.1,0.0,0
AC090607.5,0.0,0
AC090607.3,0.0,0
AC090607.1,0.0,0
UGT2B28,0.0,0
UGT2B4,0.0,0
AL161793.1,0.0,0
UCP1,0.0,0
AC005258.1,0.0,0
AP001381.1,0.0,0
AP001547.1,0.0,0
SBK3,0.0,0
AC090572.3,0.0,0
AC090572.2,0.0,0
AL451137.1,0.0,0
AC007953.2,0.0,0
AC007953.1,0.0,0
AL512428.1,0.0,0
UCHL1-AS1,0.0,0
UBOX5-AS1,0.0,0
AC010328.1,0.0,0
AC010333.1,0.0,0
AP001350.1,0.0,0
AP001363.1,0.0,0
AP001372.1,0.0,0
AC090049.1,0.0,0
AC090023.2,0.0,0
AC090004.1,0.0,0
AC089999.1,0.0,0
AL161757.2,0.0,0
AC005264.1,0.0,0
AC005277.1,0.0,0
AC005277.2,0.0,0
UCMA,0.0,0
AL161747.2,0.0,0
AL161751.1,0.0,0
AC008703.1,0.0,0
AC008700.1,0.0,0
AC008695.1,0.0,0
AC008687.8,0.0,0
AL591242.1,0.0,0
AL591222.1,0.0,0
AL591212.1,0.0,0
AC007993.2,0.0,0
AL451107.1,0.0,0
AL591684.1,0.0,0
AC008687.2,0.0,0
AC008687.1,0.0,0
AC008680.1,0.0,0
AC005291.1,0.0,0
AC005291.2,0.0,0
AC005303.1,0.0,0
AC005304.1,0.0,0
UGT2B15,0.0,0
AP001599.1,0.0,0
AC090541.1,0.0,0
AC090531.1,0.0,0
AC090527.2,0.0,0
AC090568.2,0.0,0
FGF6,0.0,0
FGF4,0.0,0
AC087672.1,0.0,0
AC087667.1,0.0,0
AC087664.2,0.0,0
AP001605.1,0.0,0
SYNPR-AS1,0.0,0
AL512271.1,0.0,0
AL500522.1,0.0,0
AL499627.2,0.0,0
AP001610.1,0.0,0
TAC3,0.0,0
TAB3-AS2,0.0,0
SPECC1L-ADORA2A,0.0,0
AP001604.1,0.0,0
FGF3,0.0,0
FGF23,0.0,0
SYS1-DBNDD2,0.0,0
SBSN,0.0,0
AC010320.2,0.0,0
AC010320.3,0.0,0
AC010320.4,0.0,0
SCGB1D4,0.0,0
SCGB2A2,0.0,0
SCGB2B2,0.0,0
AC010325.2,0.0,0
AC010326.2,0.0,0
AC010327.3,0.0,0
AP001630.1,0.0,0
AL591686.1,0.0,0
AP001464.1,0.0,0
GALP,0.0,0
GALNTL5,0.0,0
AP001469.1,0.0,0
AP001471.1,0.0,0
AL451105.2,0.0,0
AL161729.2,0.0,0
SYT4,0.0,0
AL591806.3,0.0,0
AL591806.1,0.0,0
AL591770.1,0.0,0
AL591767.1,0.0,0
AL161733.1,0.0,0
AL591686.2,0.0,0
SBK2,0.0,0
AL590491.2,0.0,0
AL590490.1,0.0,0
AL353770.4,0.0,0
AL353771.1,0.0,0
AL353780.1,0.0,0
AC005833.3,0.0,0
AC005837.2,0.0,0
FOXB1,0.0,0
FP671120.4,0.0,0
FP671120.1,0.0,0
FP565260.5,0.0,0
FP565260.2,0.0,0
FRMD6-AS2,0.0,0
AL590764.2,0.0,0
TSPEAR-AS1,0.0,0
TSPYL6,0.0,0
TSSK2,0.0,0
AL354694.1,0.0,0
TSPAN16,0.0,0
FREM2-AS1,0.0,0
FOXD4L5,0.0,0
FOXD4L4,0.0,0
AC005786.2,0.0,0
FOXD3,0.0,0
FSHB,0.0,0
AC005786.3,0.0,0
AC005789.1,0.0,0
AC005808.1,0.0,0
TSPEAR,0.0,0
SSBP3-AS1,0.0,0
SRY,0.0,0
AL590666.1,0.0,0
AL590399.5,0.0,0
AL583852.1,0.0,0
AC009690.1,0.0,0
AC009690.3,0.0,0
AC009704.1,0.0,0
AC009716.1,0.0,0
AC005828.1,0.0,0
AC005828.4,0.0,0
FP325330.1,0.0,0
FP325318.1,0.0,0
FP236383.3,0.0,0
AL590502.1,0.0,0
FP236383.1,0.0,0
FP236315.3,0.0,0
AC005828.5,0.0,0
AC008278.2,0.0,0
AC008278.1,0.0,0
AC005832.4,0.0,0
AL353770.3,0.0,0
AL589743.5,0.0,0
AL589702.1,0.0,0
AL589684.1,0.0,0
AL589678.1,0.0,0
AL583722.1,0.0,0
AL513523.4,0.0,0
AL590609.3,0.0,0
FP236383.2,0.0,0
STMND1,0.0,0
AC008539.1,0.0,0
U1,0.0,0
AL353768.1,0.0,0
AC005736.3,0.0,0
AC005740.3,0.0,0
AC005757.1,0.0,0
AC005772.1,0.0,0
AC005776.2,0.0,0
AC005726.2,0.0,0
FSCB,0.0,0
AC005726.4,0.0,0
AL353708.2,0.0,0
AP000873.3,0.0,0
AL353613.1,0.0,0
AL353614.1,0.0,0
AL353615.1,0.0,0
AL590483.2,0.0,0
AC008555.3,0.0,0
SSX5,0.0,0
SSX3,0.0,0
SSX2B,0.0,0
SSX1,0.0,0
AC008438.2,0.0,0
AC008429.3,0.0,0
AL583804.1,0.0,0
AP000942.2,0.0,0
AP000943.1,0.0,0
AL353732.1,0.0,0
AP000892.1,0.0,0
AP000944.1,0.0,0
AL353742.1,0.0,0
AC009720.2,0.0,0
AC009779.5,0.0,0
SERPIND1,0.0,0
SERPINE3,0.0,0
SERPINI2,0.0,0
AP000911.3,0.0,0
AP000915.1,0.0,0
AP000924.1,0.0,0
AL353747.2,0.0,0
AL353747.3,0.0,0
FRMPD4-AS1,0.0,0
AC008403.2,0.0,0
FRMPD3-AS1,0.0,0
AC090403.1,0.0,0
AC090398.1,0.0,0
AC090377.1,0.0,0
AL353753.1,0.0,0
AC005833.1,0.0,0
AC005833.2,0.0,0
AL353622.2,0.0,0
AL353626.1,0.0,0
AL353633.1,0.0,0
AL353651.3,0.0,0
AL353653.1,0.0,0
AC008415.1,0.0,0
AC008406.1,0.0,0
AL353747.4,0.0,0
SFTPA2,0.0,0
AL354714.3,0.0,0
AL354718.2,0.0,0
AL589990.1,0.0,0
AL589986.1,0.0,0
AL589946.1,0.0,0
AL589923.1,0.0,0
AL590302.2,0.0,0
AL590282.2,0.0,0
AL590235.2,0.0,0
ST20-MTHFS,0.0,0
SSX7,0.0,0
AL589826.2,0.0,0
SSMEM1,0.0,0
AL589765.1,0.0,0
AL354726.1,0.0,0
AL589642.2,0.0,0
AL354732.1,0.0,0
AC005845.1,0.0,0
AC005863.1,0.0,0
AC005865.1,0.0,0
AC005871.1,0.0,0
AC005871.2,0.0,0
AC005884.2,0.0,0
AC005899.1,0.0,0
TSGA13,0.0,0
TRPC7,0.0,0
TRPC7-AS2,0.0,0
AL589765.4,0.0,0
AC009597.1,0.0,0
FOXL2,0.0,0
A2ML1-AS1,0.0,0
A3GALT2,0.0,0
AADACL2,0.0,0
AADACL2-AS1,0.0,0
AADACL3,0.0,0
AC009630.3,0.0,0
AC009623.1,0.0,0
AL590440.1,0.0,0
AL590438.1,0.0,0
AL590432.1,0.0,0
FOXG1-AS1,0.0,0
FOXG1,0.0,0
SFTPA1,0.0,0
AL354813.1,0.0,0
A2ML1,0.0,0
AL354821.1,0.0,0
AL354824.1,0.0,0
AL354861.2,0.0,0
AL354864.1,0.0,0
AP000812.1,0.0,0
AP000820.1,0.0,0
AP000842.1,0.0,0
AP000842.2,0.0,0
AC009554.1,0.0,0
AC009562.1,0.0,0
AC009563.1,0.0,0
AC009567.1,0.0,0
AL354810.1,0.0,0
AL353811.1,0.0,0
AL353997.2,0.0,0
AL583839.2,0.0,0
STAU2-AS1,0.0,0
STATH,0.0,0
AC008403.1,0.0,0
AL354733.1,0.0,0
AL354733.2,0.0,0
AL354754.1,0.0,0
AL354761.1,0.0,0
SFTPC,0.0,0
AC009803.1,0.0,0
AC009803.2,0.0,0
AL354702.2,0.0,0
SETSIP,0.0,0
FOXD4L6,0.0,0
FOXP1-AS1,0.0,0
FOXN3-AS2,0.0,0
FOXR1,0.0,0
FOXI3,0.0,0
AP000844.2,0.0,0
AP000857.2,0.0,0
AP000959.1,0.0,0
SERTM2,0.0,0
AC009686.1,0.0,0
AL589642.1,0.0,0
AL589182.1,0.0,0
AL583859.2,0.0,0
AC009806.1,0.0,0
AL354707.2,0.0,0
AL354710.2,0.0,0
AL354714.1,0.0,0
AC009652.2,0.0,0
AC008443.4,0.0,0
AC008443.3,0.0,0
AC008443.2,0.0,0
AC008440.3,0.0,0
STAR,0.0,0
AC008481.3,0.0,0
AC008474.1,0.0,0
AC008464.1,0.0,0
AC008456.1,0.0,0
AC008453.1,0.0,0
AL353807.2,0.0,0
AL590068.2,0.0,0
AL590006.1,0.0,0
AL589666.1,0.0,0
FP565171.1,0.0,0
FP475955.3,0.0,0
FP475955.1,0.0,0
FP325330.3,0.0,0
FP325330.2,0.0,0
AC009654.1,0.0,0
AC009656.1,0.0,0
AP000894.3,0.0,0
AP000904.1,0.0,0
AL353784.1,0.0,0
AL353803.5,0.0,0
AC008448.1,0.0,0
AC010082.1,0.0,0
AC010099.4,0.0,0
AP001043.2,0.0,0
AP001048.1,0.0,0
AP001062.2,0.0,0
AP001065.1,0.0,0
AC005674.1,0.0,0
AC005692.1,0.0,0
TXNDC12-AS1,0.0,0
AL162724.2,0.0,0
AL162726.1,0.0,0
AL162726.4,0.0,0
AP001092.1,0.0,0
AP000943.2,0.0,0
AP001107.6,0.0,0
AP001107.8,0.0,0
AP001109.1,0.0,0
AP001116.1,0.0,0
AP001117.1,0.0,0
AP001120.2,0.0,0
AP001136.1,0.0,0
AP001150.1,0.0,0
SEC62-AS1,0.0,0
U52112.2,0.0,0
AC005609.2,0.0,0
AC005618.2,0.0,0
AC005625.1,0.0,0
AC005632.4,0.0,0
AP001094.1,0.0,0
AP001010.1,0.0,0
SEMA5A-AS1,0.0,0
AC009965.1,0.0,0
AC009970.1,0.0,0
AC009971.1,0.0,0
AC009975.1,0.0,0
AL162595.2,0.0,0
AL162632.1,0.0,0
AL162718.1,0.0,0
AL352984.1,0.0,0
TUBB8P12,0.0,0
AC005692.2,0.0,0
AC005695.1,0.0,0
AC005695.2,0.0,0
AC009987.1,0.0,0
AL162727.1,0.0,0
AL162734.1,0.0,0
TULP2,0.0,0
TUSC7,0.0,0
TUSC8,0.0,0
AC005702.1,0.0,0
AC005703.2,0.0,0
AC005703.3,0.0,0
AC005703.4,0.0,0
TULP1,0.0,0
AL162591.2,0.0,0
AP001001.2,0.0,0
AP001007.1,0.0,0
AC009975.2,0.0,0
AC010105.1,0.0,0
TYR,0.0,0
U51244.1,0.0,0
U52111.1,0.0,0
AL162425.1,0.0,0
AL162430.2,0.0,0
AP001099.1,0.0,0
AP001107.1,0.0,0
AP001107.3,0.0,0
AP001208.2,0.0,0
SDR9C7,0.0,0
SEC14L3,0.0,0
AL162457.2,0.0,0
AL162464.1,0.0,0
AC010181.1,0.0,0
AC005538.1,0.0,0
AC005544.2,0.0,0
AC005550.1,0.0,0
AC005550.2,0.0,0
AL513327.1,0.0,0
AL513324.1,0.0,0
AC008080.2,0.0,0
AC008080.1,0.0,0
STXBP5L,0.0,0
SRGAP3-AS3,0.0,0
SRGAP3-AS2,0.0,0
SRGAP3-AS1,0.0,0
AC005479.1,0.0,0
AL590783.1,0.0,0
AL162464.2,0.0,0
AC010181.2,0.0,0
AC010183.2,0.0,0
AC008591.1,0.0,0
AC010196.1,0.0,0
AC008575.1,0.0,0
AC008574.1,0.0,0
AC008572.1,0.0,0
AC008569.1,0.0,0
AC008567.2,0.0,0
AC005552.1,0.0,0
AC008543.5,0.0,0
AC008543.4,0.0,0
AC008125.1,0.0,0
AL513523.3,0.0,0
AC090415.2,0.0,0
AL513478.2,0.0,0
AC005580.1,0.0,0
AC005586.1,0.0,0
AC005597.1,0.0,0
TXNDC2,0.0,0
TXNDC8,0.0,0
AC090227.2,0.0,0
AC090227.1,0.0,0
AC090213.1,0.0,0
AC090200.1,0.0,0
AC090193.2,0.0,0
AC090193.1,0.0,0
AC090192.2,0.0,0
TXNRD3NB,0.0,0
AL513493.1,0.0,0
AC090371.1,0.0,0
AC090358.1,0.0,0
AC090181.1,0.0,0
AC090164.4,0.0,0
AC090159.1,0.0,0
AC090155.2,0.0,0
FO393400.1,0.0,0
FTCD-AS1,0.0,0
AC090236.1,0.0,0
AC009951.2,0.0,0
AC009955.1,0.0,0
AL353572.3,0.0,0
AL353588.1,0.0,0
AP001007.2,0.0,0
TTC3-AS1,0.0,0
AL353611.1,0.0,0
AL353612.1,0.0,0
AL353693.1,0.0,0
AC009646.2,0.0,0
AC009652.1,0.0,0
TRPC5,0.0,0
AL354977.1,0.0,0
AL354979.1,0.0,0
AL354989.1,0.0,0
AL354993.2,0.0,0
TRIM77,0.0,0
TRIML1,0.0,0
TRIML2,0.0,0
AL353593.2,0.0,0
AP000943.3,0.0,0
SERPINA11,0.0,0
SERPINA12,0.0,0
SERPINA9,0.0,0
SERPINB10,0.0,0
SERPINB11,0.0,0
SERPINB12,0.0,0
SERPINB13,0.0,0
TTC6,0.0,0
AL353052.1,0.0,0
AL353148.1,0.0,0
AC009869.1,0.0,0
AC008537.2,0.0,0
